Symbol,Company Name,Sector
NSLNISP,NMDC Steel Ltd.,Metals & Mining
NTPCGREEN,NTPC Green Energy Ltd.,Power
NTPC,NTPC Ltd.,Power
NH,Narayana Hrudayalaya Ltd.,Healthcare
NATIONALUM,National Aluminium Co. Ltd.,Metals & Mining
NFL,National Fertilizers Ltd.,Chemicals
NAVA,Nava Ltd.,Power
NAVINFLUOR,Navin Fluorine International Ltd.,Chemicals
NAZARA,Nazara Technologies Ltd.,Media Entertainment & Publication
NESTLEIND,Nestle India Ltd.,Fast Moving Consumer Goods
NETWEB,Netweb Technologies India Ltd.,Information Technology
NETWORK18,Network18 Media & Investments Ltd.,Media Entertainment & Publication
NEULANDLAB,Neuland Laboratories Ltd.,Healthcare
NEWGEN,Newgen Software Technologies Ltd.,Information Technology
NAM-INDIA,Nippon Life India Asset Management Ltd.,Financial Services
NIVABUPA,Niva Bupa Health Insurance Company Ltd.,Financial Services
NUVAMA,Nuvama Wealth Management Ltd.,Financial Services
NUVOCO,Nuvoco Vistas Corporation Ltd.,Construction Materials
OBEROIRLTY,Oberoi Realty Ltd.,Realty
ONGC,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels
OIL,Oil India Ltd.,Oil Gas & Consumable Fuels
OLAELEC,Ola Electric Mobility Ltd.,Automobile and Auto Components
OLECTRA,Olectra Greentech Ltd.,Automobile and Auto Components
PAYTM,One 97 Communications Ltd.,Financial Services
ONESOURCE,Onesource Specialty Pharma Ltd.,Healthcare
OPTIEMUS,Optiemus Infracom Ltd.,Telecommunication
OFSS,Oracle Financial Services Software Ltd.,Information Technology
ORCHPHARMA,Orchid Pharma Ltd.,Healthcare
ORIENTCEM,Orient Cement Ltd.,Construction Materials
OSWALPUMPS,Oswal Pumps Ltd.,Capital Goods
PNGJL,P N Gadgil Jewellers Ltd.,Consumer Durables
POLICYBZR,PB Fintech Ltd.,Financial Services
PCJEWELLER,PC Jeweller Ltd.,Consumer Durables
PCBL,PCBL Chemical Ltd.,Chemicals
PGEL,PG Electroplast Ltd.,Consumer Durables
PIIND,PI Industries Ltd.,Chemicals
PNBHOUSING,PNB Housing Finance Ltd.,Financial Services
PNCINFRA,PNC Infratech Ltd.,Construction
PTC,PTC India Ltd.,Power
PTCIL,PTC Industries Ltd.,Capital Goods
PVRINOX,PVR INOX Ltd.,Media Entertainment & Publication
PAGEIND,Page Industries Ltd.,Textiles
PARADEEP,Paradeep Phosphates Ltd.,Chemicals
PARAS,Paras Defence and Space Technologies Ltd.,Capital Goods
PATANJALI,Patanjali Foods Ltd.,Fast Moving Consumer Goods
PATELENG,Patel Engineering Ltd.,Construction
PGIL,Pearl Global Industries Ltd.,Textiles
PERSISTENT,Persistent Systems Ltd.,Information Technology
PETRONET,Petronet LNG Ltd.,Oil Gas & Consumable Fuels
PFIZER,Pfizer Ltd.,Healthcare
PHOENIXLTD,Phoenix Mills Ltd.,Realty
PIDILITIND,Pidilite Industries Ltd.,Chemicals
PPLPHARMA,Piramal Pharma Ltd.,Healthcare
POLYMED,Poly Medicure Ltd.,Healthcare
POLYCAB,Polycab India Ltd.,Capital Goods
POLYPLEX,Polyplex Corporation Ltd.,Capital Goods
POONAWALLA,Poonawalla Fincorp Ltd.,Financial Services
PFC,Power Finance Corporation Ltd.,Financial Services
POWERGRID,Power Grid Corporation of India Ltd.,Power
POWERMECH,Power Mech Projects Ltd.,Construction
PRAJIND,Praj Industries Ltd.,Capital Goods
PREMIERENE,Premier Energies Ltd.,Capital Goods
PRESTIGE,Prestige Estates Projects Ltd.,Realty
PRICOLLTD,Pricol Ltd.,Automobile and Auto Components
PRINCEPIPE,Prince Pipes and Fittings Ltd.,Capital Goods
PRSMJOHNSN,Prism Johnson Ltd.,Construction Materials
PRIVISCL,Privi Speciality Chemicals Ltd.,Chemicals
PGHH,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods
PRUDENT,Prudent Corporate Advisory Services Ltd.,Financial Services
PNB,Punjab National Bank,Financial Services
PURVA,Puravankara Ltd.,Realty
QUESS,Quess Corp Ltd.,Services
RRKABEL,R R Kabel Ltd.,Capital Goods
RBLBANK,RBL Bank Ltd.,Financial Services
RECLTD,REC Ltd.,Financial Services
RHIM,RHI MAGNESITA INDIA LTD.,Capital Goods
RITES,RITES Ltd.,Construction
RADICO,Radico Khaitan Ltd,Fast Moving Consumer Goods
RVNL,Rail Vikas Nigam Ltd.,Construction
RAILTEL,Railtel Corporation Of India Ltd.,Telecommunication
RAIN,Rain Industries Ltd,Chemicals
RAINBOW,Rainbow Childrens Medicare Ltd.,Healthcare
RALLIS,Rallis India Ltd.,Chemicals
RKFORGE,Ramkrishna Forgings Ltd.,Automobile and Auto Components
RCF,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals
RATEGAIN,Rategain Travel Technologies Ltd.,Information Technology
RATNAMANI,Ratnamani Metals & Tubes Ltd.,Capital Goods
RTNINDIA,RattanIndia Enterprises Ltd.,Consumer Services
RTNPOWER,RattanIndia Power Ltd.,Power
RAYMONDLSL,Raymond Lifestyle Ltd.,Textiles
REDINGTON,Redington Ltd.,Services
REFEX,Refex Industries Ltd.,Chemicals
RELAXO,Relaxo Footwears Ltd.,Consumer Durables
RELIANCE,Reliance Industries Ltd.,Oil Gas & Consumable Fuels
RELINFRA,Reliance Infrastructure Ltd.,Power
RPOWER,Reliance Power Ltd.,Power
RELIGARE,Religare Enterprises Ltd.,Financial Services
RBA,Restaurant Brands Asia Ltd.,Consumer Services
ROUTE,Route Mobile Ltd.,Telecommunication
SBFC,SBFC Finance Ltd.,Financial Services
SBICARD,SBI Cards and Payment Services Ltd.,Financial Services
SBILIFE,SBI Life Insurance Company Ltd.,Financial Services
SJVN,SJVN Ltd.,Power
SKYGOLD,SKY GOLD AND DIAMONDS Ltd.,Consumer Durables
SRF,SRF Ltd.,Chemicals
SAFARI,Safari Industries (India) Ltd.,Consumer Durables
SAGILITY,Sagility Ltd.,Information Technology
SAILIFE,Sai Life Sciences Ltd.,Healthcare
SAMHI,Samhi Hotels Ltd.,Consumer Services
SAMMAANCAP,Sammaan Capital Ltd.,Financial Services
MOTHERSON,Samvardhana Motherson International Ltd.,Automobile and Auto Components
SANDUMA,Sandur Manganese & Iron Ores Ltd.,Oil Gas & Consumable Fuels
SANOFICONR,Sanofi Consumer Healthcare India Ltd.,Healthcare
SANOFI,Sanofi India Ltd.,Healthcare
SANSERA,Sansera Engineering Ltd.,Automobile and Auto Components
SAPPHIRE,Sapphire Foods India Ltd.,Consumer Services
SARDAEN,Sarda Energy and Minerals Ltd.,Metals & Mining
SAREGAMA,Saregama India Ltd,Media Entertainment & Publication
SCHAEFFLER,Schaeffler India Ltd.,Automobile and Auto Components
SCHNEIDER,Schneider Electric Infrastructure Ltd.,Capital Goods
SENCO,Senco Gold Ltd.,Consumer Durables
SHAILY,Shaily Engineering Plastics Ltd.,Capital Goods
SHAKTIPUMP,Shakti Pumps (India) Ltd.,Capital Goods
SHARDACROP,Sharda Cropchem Ltd.,Chemicals
SHARDAMOTR,Sharda Motor Industries Ltd.,Automobile and Auto Components
SHAREINDIA,Share India Securities Ltd.,Financial Services
SFL,Sheela Foam Ltd.,Consumer Durables
SHILPAMED,Shilpa Medicare Ltd.,Healthcare
SCI,Shipping Corporation of India Ltd.,Services
SHREECEM,Shree Cement Ltd.,Construction Materials
RENUKA,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services
SHRIPISTON,Shriram Pistons & Rings Ltd.,Automobile and Auto Components
SHYAMMETL,Shyam Metalics and Energy Ltd.,Capital Goods
ENRIN,Siemens Energy India Ltd.,Capital Goods
SIEMENS,Siemens Ltd.,Capital Goods
SIGNATURE,Signatureglobal (India) Ltd.,Realty
SKIPPER,Skipper Ltd.,Capital Goods
SOBHA,Sobha Ltd.,Realty
SOLARINDS,Solar Industries India Ltd.,Chemicals
SONACOMS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components
SONATSOFTW,Sonata Software Ltd.,Information Technology
SOUTHBANK,South Indian Bank Ltd.,Financial Services
STARCEMENT,Star Cement Ltd.,Construction Materials
STARHEALTH,Star Health and Allied Insurance Company Ltd.,Financial Services
SBIN,State Bank of India,Financial Services
SAIL,Steel Authority of India Ltd.,Metals & Mining
SWSOLAR,Sterling and Wilson Renewable Energy Ltd.,Construction
STLTECH,Sterlite Technologies Ltd.,Telecommunication
STAR,Strides Pharma Science Ltd.,Healthcare
STYRENIX,Styrenix Performance Materials Ltd.,Chemicals
SUBROS,Subros Ltd.,Capital Goods
SUDARSCHEM,Sudarshan Chemical Industries Ltd.,Chemicals
SUMICHEM,Sumitomo Chemical India Ltd.,Chemicals
SPARC,Sun Pharma Advanced Research Company Ltd.,Healthcare
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,Healthcare
SUNTV,Sun TV Network Ltd.,Media Entertainment & Publication
SUNDARMFIN,Sundaram Finance Ltd.,Financial Services
SUNDRMFAST,Sundram Fasteners Ltd.,Automobile and Auto Components
SUNFLAG,Sunflag Iron & Steel Company Ltd.,Capital Goods
SUNTECK,Sunteck Realty Ltd.,Realty
SUPREMEIND,Supreme Industries Ltd.,Capital Goods
SUPRIYA,Supriya Lifescience Ltd.,Healthcare
SURYAROSNI,Surya Roshni Ltd.,Capital Goods
SUZLON,Suzlon Energy Ltd.,Capital Goods
SWANCORP,Swan Corp Ltd.,Chemicals
SWIGGY,Swiggy Ltd.,Consumer Services
SYMPHONY,Symphony Ltd.,Consumer Durables
SYNGENE,Syngene International Ltd.,Healthcare
SYRMA,Syrma SGS Technology Ltd.,Capital Goods
TARC,TARC Ltd.,Realty
TBOTEK,TBO Tek Ltd.,Consumer Services
TDPOWERSYS,TD Power Systems Ltd.,Capital Goods
TSFINV,TSF Investments Ltd.,Financial Services
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components
TVSSCS,TVS Supply Chain Solutions Ltd.,Services
TANLA,Tanla Platforms Ltd.,Information Technology
TATACHEM,Tata Chemicals Ltd.,Chemicals
TATACOMM,Tata Communications Ltd.,Telecommunication
TCS,Tata Consultancy Services Ltd.,Information Technology
TATACONSUM,Tata Consumer Products Ltd.,Fast Moving Consumer Goods
TATAELXSI,Tata Elxsi Ltd.,Information Technology
TATAINVEST,Tata Investment Corporation Ltd.,Financial Services
TMPV,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components
TATAPOWER,Tata Power Co. Ltd.,Power
TATASTEEL,Tata Steel Ltd.,Metals & Mining
TATATECH,Tata Technologies Ltd.,Information Technology
TTML,Tata Teleservices (Maharashtra) Ltd.,Telecommunication
TEAMLEASE,Teamlease Services Ltd.,Services
TECHM,Tech Mahindra Ltd.,Information Technology
TECHNOE,Techno Electric & Engineering Company Ltd.,Construction
TEGA,Tega Industries Ltd.,Capital Goods
TEJASNET,Tejas Networks Ltd.,Telecommunication
TEXRAIL,Texmaco Rail & Eng. Ltd.,Capital Goods
THANGAMAYL,Thangamayil Jewellery Ltd.,Consumer Durables
ANUP,The Anup Engineering Ltd.,Capital Goods
NIACL,The New India Assurance Company Ltd.,Financial Services
RAMCOCEM,The Ramco Cements Ltd.,Construction Materials
THERMAX,Thermax Ltd.,Capital Goods
THOMASCOOK,Thomas Cook (India) Ltd.,Consumer Services
THYROCARE,Thyrocare Technologies Ltd.,Healthcare
TI,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods
TIMETECHNO,Time Technoplast Ltd.,Capital Goods
TIMKEN,Timken India Ltd.,Capital Goods
TIPSMUSIC,Tips Music Ltd.,Media Entertainment & Publication
TITAGARH,Titagarh Rail Systems Ltd.,Capital Goods
TITAN,Titan Company Ltd.,Consumer Durables
TORNTPHARM,Torrent Pharmaceuticals Ltd.,Healthcare
TORNTPOWER,Torrent Power Ltd.,Power
TARIL,Transformers And Rectifiers (India) Ltd.,Capital Goods
TRANSRAILL,Transrail Lighting Ltd.,Capital Goods
TRENT,Trent Ltd.,Consumer Services
TRIDENT,Trident Ltd.,Textiles
TRIVENI,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods
TRITURBINE,Triveni Turbine Ltd.,Capital Goods
TIINDIA,Tube Investments of India Ltd.,Automobile and Auto Components
UCOBANK,UCO Bank,Financial Services
UNOMINDA,UNO Minda Ltd.,Automobile and Auto Components
UPL,UPL Ltd.,Chemicals
UTIAMC,UTI Asset Management Company Ltd.,Financial Services
UJJIVANSFB,Ujjivan Small Finance Bank Ltd.,Financial Services
ULTRACEMCO,UltraTech Cement Ltd.,Construction Materials
UNIMECH,Unimech Aerospace and Manufacturing Ltd.,Capital Goods
UNIONBANK,Union Bank of India,Financial Services
UBL,United Breweries Ltd.,Fast Moving Consumer Goods
UNITDSPR,United Spirits Ltd.,Fast Moving Consumer Goods
USHAMART,Usha Martin Ltd.,Capital Goods
VGUARD,V-Guard Industries Ltd.,Consumer Durables
VMART,V-Mart Retail Ltd.,Consumer Services
VIPIND,V.I.P. Industries Ltd.,Consumer Durables
V2RETAIL,V2 Retail Ltd.,Consumer Services
VSTIND,VST Industries Ltd.,Fast Moving Consumer Goods
WABAG,Va Tech Wabag Ltd.,Utilities
VAIBHAVGBL,Vaibhav Global Ltd.,Consumer Durables
DBREALTY,Valor Estate Ltd.,Consumer Services
VTL,Vardhman Textiles Ltd.,Textiles
VARROC,Varroc Engineering Ltd.,Automobile and Auto Components
VBL,Varun Beverages Ltd.,Fast Moving Consumer Goods
MANYAVAR,Vedant Fashions Ltd.,Consumer Services
VEDL,Vedanta Ltd.,Metals & Mining
VENTIVE,Ventive Hospitality Ltd.,Consumer Services
VESUVIUS,Vesuvius India Ltd.,Capital Goods
VIJAYA,Vijaya Diagnostic Centre Ltd.,Healthcare
VINATIORGA,Vinati Organics Ltd.,Chemicals
VMM,Vishal Mega Mart Ltd.,Consumer Services
VIYASH,Viyash Scientific Ltd.,Healthcare
IDEA,Vodafone Idea Ltd.,Telecommunication
VOLTAMP,Voltamp Transformers Ltd,Capital Goods
VOLTAS,Voltas Ltd.,Consumer Durables
WAAREEENER,Waaree Energies Ltd.,Capital Goods
WAAREERTL,Waaree Renewable Technologies Ltd.,Capital Goods
WEBELSOLAR,Websol Energy System Ltd.,Capital Goods
WELCORP,Welspun Corp Ltd.,Capital Goods
WELENT,Welspun Enterprises Ltd.,Construction
WELSPUNLIV,Welspun Living Ltd.,Textiles
WESTLIFE,Westlife Foodworld Ltd.,Consumer Services
WHIRLPOOL,Whirlpool of India Ltd.,Consumer Durables
WIPRO,Wipro Ltd.,Information Technology
WOCKPHARMA,Wockhardt Ltd.,Healthcare
YATHARTH,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare
YESBANK,Yes Bank Ltd.,Financial Services
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components
ZAGGLE,Zaggle Prepaid Ocean Services Ltd.,Information Technology
ZEEL,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication
ZENTEC,Zen Technologies Ltd.,Capital Goods
ZENSARTECH,Zensar Technolgies Ltd.,Information Technology
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare
ZYDUSWELL,Zydus Wellness Ltd.,Fast Moving Consumer Goods
ECLERX,eClerx Services Ltd.,Services
EMUDHRA,eMudhra Ltd.,Information Technology
